"name"	"id"	"disease"
"SMYD4"	114826	"pso"
"SNAP25-AS1"	100131208	"sle"
"SNAPC4"	6621	"shared"
"SNHG14"	104472715	"shared"
"SNN"	8303	"ra"
"SNRNP40"	9410	"shared"
"SNRNP48"	154007	"pso"
"SNRNP70"	6625	"ra"
"SNRPC"	6631	"sle"
"SNRPF"	6636	"ced"
"SNRPN"	6638	"pso"
"SNTB1"	6641	"shared"
"SNTG1"	54212	"crd"
"SNU13"	4809	"shared"
"SNX14"	57231	"pso"
"SNX17"	9784	"crd"
"SNX20"	124460	"crd"
"SNX21"	90203	"identical"
"SNX25"	83891	"sjs"
"SNX29"	92017	"ms"
"SNX3"	8724	"grd"
"SNX32"	254122	"shared"
"SNX5"	27131	"ulc"
"SNX6"	58533	"shared"
"SOAT2"	8435	"t1d"
"SOBP"	55084	"ced"
"SORBS2"	8470	"identical"
"SORCS1"	114815	"sle"
"SOS1"	6654	"sle"
"SOX5"	6660	"shared"
"SOX6"	55553	"as"
"SOX7"	83595	"sle"
"SOX8"	30812	"ms"
"SP100"	6672	"crd"
"SP140"	11262	"shared"
"SPAG16"	79582	"pso"
"SPAG5-AS1"	100506436	"pso"
"SPAST"	6683	"ms"
"SPATA1"	100505741	"identical"
"SPATA2"	9825	"shared"
"SPATA24"	202051	"pso"
"SPATA2L"	124044	"vit"
"SPATA32"	124783	"sle"
"SPATA33"	124045	"vit"
"SPATC1"	375686	"ms"
"SPATS2L"	26010	"identical"
"SPDYE5"	442590	"sle"
"SPECC1"	92521	"shared"
"SPECC1L"	23384	"shared"
"SPESP1"	246777	"pso"
"SPHK2"	56848	"shared"
"SPHKAP"	80309	"ulc"
"SPIN1"	10927	"pso"
"SPINT2"	10653	"ulc"
"SPIRE1"	56907	"pso"
"SPIRE2"	84501	"vit"
"SPNS1"	83985	"shared"
"SPOCK2"	9806	"shared"
"SPPL2A"	84888	"ssc"
"SPPL2C"	162540	"shared"
"SPPL3"	121665	"shared"
"SPRED2"	200734	"ra"
"SPRN"	503542	"sle"
"SPRY3"	10251	"t1d"
"SPRYD4"	283377	"pso"
"SPTB"	6710	"shared"
"SPTBN1"	6711	"ra"
"SPTBN5"	51332	"shared"
"SPTLC3"	55304	"ced"
"SPTSSA"	171546	"ced"
"SPTSSB"	165679	"ulc"
"SQRDL"	58472	"crd"
"SRBD1"	55133	"pso"
"SRCAP"	10847	"shared"
"SREBF1"	6720	"ms"
"SREK1IP1"	285672	"vit"
"SRFBP1"	153443	"pso"
"SRGAP3"	9901	"pso"
"SRP54"	6729	"pso"
"SRP54-AS1"	100506157	"pso"
"SRPK1"	6732	"ra"
"SRPK3"	26576	"sle"
"SRPRB"	58477	"sle"
"SRRM2-AS1"	100128788	"t1d"
"SRRT"	51593	"shared"
"SRSF2"	6427	"sle"
"SRSF5"	6430	"sle"
"SS18L1"	26039	"pso"
"SSBP2"	23635	"pso"
"SSBP3"	23648	"pa"
"SSBP4"	170463	"sle"
"SSH2"	85464	"crd"
"SSSCA1-AS1"	254100	"pso"
"SSTR3"	6753	"identical"
"SSU72"	29101	"identical"
"ST14"	6768	"ssc"
"ST6GALNAC6"	30815	"pso"
"ST8SIA4"	7903	"shared"
"STAB1"	23166	"identical"
"STAG1"	10274	"sle"
"STAG2"	10735	"pso"
"STARD10"	10809	"ra"
"STARD3"	10948	"shared"
"STARD4-AS1"	100505678	"shared"
"STARD6"	147323	"pso"
"STAT2"	6773	"pso"
"STAT3"	6774	"shared"
"STAU2"	27067	"crd"
"STBD1"	8987	"ee"
"STEAP1B"	256227	"shared"
"STEAP3"	55240	"ulc"
"STIM1"	6786	"pso"
"STK19"	8859	"shared"
"STK19B"	373159	"shared"
"STK31"	56164	"shared"
"STK32B"	55351	"pso"
"STK38"	11329	"ms"
"STK38L"	23012	"pso"
"STK39"	27347	"identical"
"STK4"	6789	"sle"
"STMN3"	50861	"shared"
"STPG2"	285555	"identical"
"STPG3-AS1"	100129722	"vit"
"STRADA"	92335	"pa"
"STRBP"	55342	"ulc"
"STRN4"	29888	"t1d"
"STX16"	8675	"ra"
"STX17"	55014	"alo"
"STX18-AS1"	100507266	"shared"
"STX1B"	112755	"shared"
"STX4"	6810	"pso"
"STX7"	8417	"ced"
"STXBP4"	252983	"shared"
"STXBP5-AS1"	729178	"pa"
"STXBP6"	29091	"sle"
"SUB1P1"	728938	"sle"
"SUCLG1"	8802	"sle"
"SUCO"	51430	"shared"
"SUFU"	51684	"ulc"
"SUGCT"	79783	"ra"
"SUGP1"	57794	"shared"
"SUGT1P3"	283507	"alo"
"SULF2"	55959	"sjs"
"SULT1A1"	6817	"shared"
"SULT1A2"	6799	"shared"
"SUMF1"	285362	"sle"
"SUMF2"	25870	"ms"
"SUMO1"	7341	"sle"
"SUMO2"	6613	"ssc"
"SUMO2P1"	285829	"pa"
"SUOX"	6821	"shared"
"SUPT5H"	6829	"pso"
"SURF6"	6838	"pso"
"SUSD1"	64420	"shared"
"SUSD4"	55061	"crd"
"SUZ12"	23512	"ms"
"SV2C"	22987	"grd"
"SVEP1"	79987	"ssc"
"SVIL"	6840	"ms"
"SVILP1"	645954	"identical"
"SWAP70"	23075	"pso"
"SYK"	6850	"shared"
"SYN3"	8224	"identical"
"SYNE1"	23345	"pso"
"SYNE2"	23224	"ms"
"SYNGR1"	9145	"shared"
"SYNGR2"	9144	"vit"
"SYNGR4"	23546	"identical"
"SYNJ2BP"	55333	"ms"
"SYNPO2"	171024	"pso"
"SYP"	6855	"vit"
"SYS1"	90196	"pso"
"SYT10"	341359	"t1d"
"SYT16"	83851	"pso"
"SYT6"	148281	"ms"
"SYT9"	143425	"shared"
"SYTL3"	94120	"shared"
"TAB3"	257397	"shared"
"TACR1"	6869	"pso"
"TAF11"	6882	"sle"
"TAF4B"	6875	"pso"
"TAF5L"	27097	"ms"
"TAF6L"	10629	"shared"
"TAF7"	6879	"pso"
"TAGAP"	117289	"shared"
"TALDO1"	6888	"sle"
"TAMM41"	132001	"shared"
"TANC1"	85461	"pso"
"TANC2"	26115	"pso"
"TAOK1"	57551	"pso"
"TAOK3"	51347	"identical"
"TAP1"	6890	"shared"
"TAP2"	6891	"shared"
"TAPBPL"	55080	"ms"
"TAPT1-AS1"	202020	"jia"
"TARBP1"	6894	"shared"
"TAS1R3"	83756	"shared"
"TATDN3"	128387	"ms"
"TAX1BP1"	8887	"ra"
"TBC1D16"	125058	"pbc"
"TBC1D19"	55296	"identical"
"TBC1D20"	128637	"pbc"
"TBC1D22B"	55633	"pso"
"TBC1D32"	221322	"pa"
"TBC1D4"	9882	"pa"
"TBC1D5"	9779	"shared"
"TBC1D7"	51256	"pso"
"TBC1D8"	11138	"shared"
"TBCD"	6904	"vit"
"TBCE"	6905	"alo"
"TBCK"	93627	"sle"
"TBKBP1"	9755	"shared"
"TBRG1"	84897	"vit"
"TBX1"	6899	"shared"
"TBX6"	6911	"ms"
"TBXAS1"	6916	"shared"
"TCAIM"	285343	"pso"
"TCAP"	8557	"shared"
"TCEANC2"	127428	"ms"
"TCF12"	6938	"pso"
"TCF19"	6941	"shared"
"TCF25"	22980	"shared"
"TCP11"	6954	"sle"
"TCTA"	6988	"shared"
"TDH"	157739	"shared"
"TDRD10"	126668	"shared"
"TDRD3"	81550	"pso"
"TDRD9"	122402	"ulc"
"TEAD1"	7003	"t1d"
"TEAD2"	8463	"shared"
"TEAD3"	7005	"sle"
"TEC"	100124696	"ms"
"TEC"	7006	"ms"
"TEF"	7008	"shared"
"TELO2"	9894	"ra"
"TEN1"	100134934	"shared"
"TENM1"	10178	"grd"
"TENM2"	57451	"ee"
"TENM3"	55714	"shared"
"TENM4"	26011	"shared"
"TEPP"	374739	"shared"
"TERF2IP"	54386	"sle"
"TESC"	54997	"ced"
"TESK1"	7016	"pso"
"TESK2"	10420	"shared"
"TET2"	54790	"shared"
"TET2-AS1"	104384744	"ms"
"TEX10"	54881	"alo"
"TEX14"	56155	"pso"
"TEX264"	51368	"pso"
"TEX41"	401014	"identical"
"TFAP2C"	7022	"pso"
"TFCP2"	7024	"ssc"
"TFDP2"	7029	"pso"
"TFEC"	22797	"sjs"
"TG"	7038	"shared"
"TGFA"	7039	"crd"
"TGFBR3"	7049	"shared"
"TGM5"	9333	"shared"
"TH"	7054	"t1d"
"THADA"	63892	"shared"
"THAP12P7"	100422712	"shared"
"THAP4"	51078	"pso"
"THBS3"	7059	"shared"
"THCAT158"	102724508	"shared"
"THEM4"	117145	"identical"
"THOC5"	8563	"t1d"
"TIAM1"	7074	"sle"
"TICAM1"	148022	"vit"
"TICRR"	90381	"pso"
"TIFA"	92610	"shared"
"TIGD1"	200765	"identical"
"TIMM10"	26519	"crd"
"TIMM8AP1"	399520	"ms"
"TIMMDC1"	51300	"shared"
"TJP1"	7082	"pa"
"TK1"	7083	"ra"
"TLDC1"	57707	"pbc"
"TLL1"	7092	"shared"
"TLL2"	7093	"pso"
"TLR1"	7096	"ssc"
"TLR10"	81793	"ssc"
"TLR6"	10333	"ssc"
"TM9SF4"	9777	"crd"
"TMA7"	51372	"identical"
"TMBIM1"	64114	"shared"
"TMC2"	117532	"ulc"
"TMCC1"	23023	"shared"
"TMED3"	23423	"pso"
"TMEM110"	375346	"ulc"
"TMEM116"	89894	"shared"
"TMEM123"	114908	"pso"
"TMEM131"	23505	"identical"
"TMEM132A"	54972	"grd"
"TMEM132B"	114795	"shared"
"TMEM135"	65084	"shared"
"TMEM14B"	81853	"shared"
"TMEM151B"	441151	"pso"
"TMEM156"	80008	"sle"
"TMEM160"	54958	"ms"
"TMEM161B-AS1"	100505894	"identical"
"TMEM163"	81615	"shared"
"TMEM164"	84187	"shared"
"TMEM17"	200728	"crd"
"TMEM170A"	124491	"t1d"
"TMEM173"	340061	"pso"
"TMEM175"	84286	"ssc"
"TMEM178B"	100507421	"shared"
"TMEM179"	388021	"crd"
"TMEM181"	57583	"sle"
"TMEM182"	130827	"shared"
"TMEM187"	8269	"shared"
"TMEM189"	387521	"as"
"TMEM2"	23670	"pso"
"TMEM216"	51259	"identical"
"TMEM220-AS1"	101101775	"pso"
"TMEM232"	642987	"pso"
"TMEM235"	283999	"ra"
"TMEM244"	253582	"ms"
"TMEM245"	23731	"ra"
"TMEM258"	746	"shared"
"TMEM260"	54916	"ms"
"TMEM261"	90871	"pso"
"TMEM266"	123591	"shared"
"TMEM39A"	55254	"pa"
"TMEM45A"	55076	"sle"
"TMEM47"	83604	"ms"
"TMEM50B"	757	"shared"
"TMEM57"	55219	"pso"
"TMEM72-AS1"	220980	"pso"
"TMEM80"	283232	"shared"
"TMEM86B"	255043	"sle"
"TMEM87A"	25963	"as"
"TMEM87B"	84910	"ms"
"TMEM94"	9772	"shared"
"TMEM99"	147184	"pso"
"TMLHE"	55217	"t1d"
"TMOD2"	29767	"pso"
"TMOD3"	29766	"ulc"
"TMPRSS2"	7113	"ms"
"TMPRSS3"	64699	"shared"
"TMPRSS4-AS1"	100526771	"ssc"
"TMTC4"	84899	"shared"
"TNC"	3371	"shared"
"TNF"	7124	"pso"
"TNFAIP8"	25816	"ms"
"TNFRSF10A"	8797	"sle"
"TNFRSF13C"	115650	"vit"
"TNFRSF14"	8764	"shared"
"TNFRSF18"	8784	"shared"
"TNFRSF1A"	7132	"shared"
"TNFRSF21"	27242	"shared"
"TNFRSF25"	8718	"ms"
"TNFRSF6B"	8771	"shared"
"TNFRSF8"	943	"ulc"
"TNFSF15"	9966	"shared"
"TNFSF18"	8995	"shared"
"TNFSF4"	7292	"alo"
"TNIP1"	10318	"shared"
"TNKS"	8658	"sle"
"TNKS2"	80351	"ms"
"TNNT3"	7140	"ulc"
"TNPO1"	3842	"t1d"
"TNPO3"	23534	"shared"
"TNR"	7143	"crd"
"TNRC6A"	27327	"ms"
"TNS1"	7145	"shared"
"TNS2"	23371	"identical"
"TNS3"	64759	"shared"
"TNS4"	84951	"pso"
"TNXA"	7146	"shared"
"TNXB"	7148	"shared"
"TOGARAM2"	165186	"ulc"
"TOM1"	10043	"ulc"
"TOP1MT"	116447	"ulc"
"TOP3A"	7156	"ms"
"TOP3BP1"	23751	"shared"
"TOR1AIP2"	163590	"ms"
"TOX2"	84969	"identical"
"TP53"	7157	"pbc"
"TP53BP1"	7158	"t1d"
"TP53BP2"	7159	"sle"
"TP53TG5"	27296	"pso"
"TPD52"	7163	"ra"
"TPD52L1"	7164	"ms"
"TPM4P1"	644566	"pso"
"TPPP"	11076	"ulc"
"TPRXL"	348825	"ulc"
"TPST1"	8460	"identical"
"TPST2"	8459	"pso"
"TRABD2A"	129293	"pso"
"TRAF1"	7185	"ra"
"TRAF3"	7187	"ms"
"TRAF3IP2"	10758	"pso"
"TRAF3IP2-AS1"	643749	"identical"
"TRAF3IP3"	80342	"crd"
"TRAK1"	22906	"ulc"
"TRAPPC10"	7109	"crd"
"TRAPPC4"	51399	"shared"
"TRAPPC9"	83696	"crd"
"TREH"	11181	"shared"
"TREHP1"	768086	"shared"
"TRERNA1"	100887755	"pso"
"TRHDE"	29953	"ra"
"TRIM10"	10107	"shared"
"TRIM14"	9830	"ms"
"TRIM15"	89870	"shared"
"TRIM2"	23321	"shared"
"TRIM24"	8805	"sle"
"TRIM26"	7726	"shared"
"TRIM27"	5987	"shared"
"TRIM31"	11074	"shared"
"TRIM31-AS1"	104533120	"shared"
"TRIM35"	23087	"ee"
"TRIM39"	56658	"ulc"
"TRIM40"	135644	"shared"
"TRIM44"	54765	"ra"
"TRIM47"	91107	"pso"
"TRIM58"	25893	"jia"
"TRIM59"	286827	"shared"
"TRIM65"	201292	"pso"
"TRIM72"	493829	"sle"
"TRIM8"	81603	"ulc"
"TRIO"	7204	"pso"
"TRIP11"	9321	"ra"
"TRIP12"	9320	"ra"
"TRIP6"	7205	"identical"
"TRMO"	51531	"shared"
"TRMT112"	51504	"shared"
"TRPC4"	7223	"ms"
"TRPC4AP"	26133	"ulc"
"TRPC6"	7225	"ms"
"TRPM1"	4308	"crd"
"TRPM3"	80036	"sle"
"TRPM4"	54795	"vit"
"TRPS1"	7227	"as"
"TRPT1"	83707	"shared"
"TRRAP"	8295	"shared"
"TRUB2"	26995	"pso"
"TSC22D1-AS1"	641467	"pso"
"TSEN15"	116461	"ms"
"TSEN2"	80746	"pso"
"TSEN54"	283989	"shared"
"TSFM"	10102	"shared"
"TSGA10"	80705	"pso"
"TSGA10IP"	254187	"ms"
"TSHR"	7253	"grd"
"TSLP"	85480	"ee"
"TSNARE1"	203062	"pso"
"TSPAN11"	441631	"ms"
"TSPAN14"	81619	"crd"
"TSPAN18"	90139	"shared"
"TSPAN2"	10100	"shared"
"TSPAN31"	6302	"shared"
"TSPAN8"	7103	"crd"
"TSPY26P"	128854	"crd"
"TSSK1A"	23752	"vit"
"TTC17"	55761	"ulc"
"TTC21B"	79809	"ms"
"TTC22"	55001	"pa"
"TTC23"	64927	"identical"
"TTC28"	23331	"shared"
"TTC28-AS1"	284900	"shared"
"TTC33"	23548	"shared"
"TTC34"	100287898	"shared"
"TTC7A"	57217	"ssc"
"TTC8"	123016	"ms"
"TTF1"	7270	"pso"
"TTL"	150465	"ms"
"TTLL10"	254173	"ra"
"TTLL4"	9654	"ulc"
"TTLL5"	23093	"identical"
"TTLL9"	164395	"ms"
"TTN"	7273	"shared"
"TTN-AS1"	100506866	"pa"
"TTPAL"	79183	"pso"
"TUBAL3"	79861	"pso"
"TUBB2B"	347733	"pso"
"TUBG2"	27175	"shared"
"TUFM"	7284	"shared"
"TUFT1"	7286	"pso"
"TUT1"	64852	"pa"
"TXK"	7294	"ms"
"TXN"	7295	"sle"
"TXNDC11"	51061	"ra"
"TXNDC15"	79770	"ms"
"TXNDC16"	57544	"shared"
"TXNRD1"	7296	"ms"
"TXNRD2"	10587	"jia"
"TYK2"	7297	"shared"
"TYMP"	1890	"ms"
"TYRP1"	7306	"pso"
"U2SURP"	23350	"pso"
"UBA52"	7311	"sle"
"UBA6-AS1"	550112	"pso"
"UBA7"	7318	"shared"
"UBAC2"	337867	"shared"
"UBAC2-AS1"	100289373	"pso"
"UBALD2"	283991	"pso"
"UBAP1"	51271	"sle"
"UBAP1L"	390595	"ms"
"UBAP2"	55833	"pso"
"UBASH3A"	53347	"shared"
"UBASH3B"	84959	"ms"
"UBE2B"	7320	"ms"
"UBE2D2"	7322	"identical"
"UBE2D3"	7323	"shared"
"UBE2D4"	51619	"ulc"
"UBE2E2"	7325	"shared"
"UBE2E3"	10477	"shared"
"UBE2FP1"	100421436	"grd"
"UBE2J2"	118424	"alo"
"UBE2L3"	7332	"shared"
"UBE2Q2P2"	100134869	"pso"
"UBE2R2"	54926	"pso"
"UBE2Z"	65264	"identical"
"UBE3B"	89910	"ulc"
"UBE3D"	90025	"crd"
"UBE4A"	9354	"ms"
"UBLCP1"	134510	"shared"
"UBQLN4"	56893	"crd"
"UBR2"	23304	"identical"
"UBXN11"	91544	"ssc"
"UBXN2A"	165324	"ssc"
"UBXN4"	23190	"sle"
"UBXN6"	80700	"pso"
"UCK2"	7371	"ms"
"UFL1-AS1"	100861530	"pso"
"UGT3A1"	133688	"t1d"
"UHRF1BP1"	54887	"shared"
"UIMC1"	51720	"shared"
"ULBP2"	80328	"alo"
"ULBP3"	79465	"alo"
"ULK3"	25989	"shared"
"ULK4"	54986	"shared"
"UMAD1"	729852	"crd"
"UNC119"	9094	"shared"
"UNC119B"	84747	"sle"
"UNC13D"	201294	"pso"
"UNC79"	57578	"pso"
"UNC80"	285175	"shared"
"UQCC1"	55245	"shared"
"UQCC2"	84300	"shared"
"UQCR10"	29796	"t1d"
"UQCRHP1"	100130756	"shared"
"URAHP"	100130015	"vit"
"URI1"	8725	"ms"
"URM1"	81605	"ms"
"USMG5"	84833	"sle"
"USP1"	7398	"crd"
"USP10"	9100	"ulc"
"USP15"	9958	"alo"
"USP16"	10600	"pso"
"USP24"	23358	"shared"
"USP3-AS1"	100130855	"ms"
"USP31"	57478	"shared"
"USP32P1"	162632	"ms"
"USP32P2"	220594	"ms"
"USP34"	9736	"ms"
"USP36"	57602	"ulc"
"USP39"	10713	"as"
"USP43"	124739	"pso"
"USP47"	55031	"ra"
"USP49"	25862	"ulc"
"USP53"	54532	"sle"
"USP8P1"	100287272	"pso"
"UST"	10090	"pa"
"UTP11"	51118	"ra"
"UTP20"	27340	"sle"
"UTP4"	84916	"pso"
"UTRN"	7402	"shared"
"UVRAG"	7405	"shared"
"UVSSA"	57654	"shared"
"VAMP1"	6843	"ms"
"VAMP3"	9341	"crd"
"VANGL2"	57216	"shared"
"VAPB"	9217	"ulc"
"VARS2"	57176	"shared"
"VEGFB"	7423	"ms"
"VEGFC"	7424	"sle"
"VKORC1"	79001	"shared"
"VLDLR-AS1"	401491	"sjs"
"VPS11"	55823	"t1d"
"VPS13B"	157680	"shared"
"VPS13D"	55187	"pso"
"VPS26B"	112936	"pso"
"VPS36"	51028	"ulc"
"VPS37C"	55048	"ra"
"VPS39"	23339	"t1d"
"VPS41"	27072	"shared"
"VPS4A"	27183	"ssc"
"VPS53"	55275	"t1d"
"VPS54"	51542	"pa"
"VPS8"	23355	"shared"
"VPS9D1"	9605	"vit"
"VPS9D1-AS1"	100128881	"vit"
"VRK2"	7444	"sle"
"VSIG10"	54621	"sle"
"VSIR"	64115	"crd"
"VSTM2L"	128434	"ms"
"VWA1"	64856	"shared"
"VWA5B1"	127731	"pso"
"VWA8"	23078	"ra"
"VWDE"	221806	"pso"
"VWF"	7450	"crd"
"WARS"	7453	"crd"
"WASF5P"	387122	"shared"
"WASHC3"	51019	"pso"
"WASHC4"	23325	"sle"
"WBP11"	51729	"ced"
"WBP2"	23558	"pso"
"WDFY4"	57705	"sle"
"WDPCP"	51057	"ulc"
"WDR12"	55759	"crd"
"WDR26"	80232	"ms"
"WDR27"	253769	"ssc"
"WDR36"	134430	"ee"
"WDR45"	11152	"vit"
"WDR47"	22911	"shared"
"WDR49"	151790	"sle"
"WDR59"	79726	"ssc"
"WDR6"	11180	"shared"
"WDR64"	128025	"identical"
"WDR7"	23335	"pso"
"WDR72"	256764	"pbc"
"WDR78"	79819	"crd"
"WDR93"	56964	"ms"
"WDR97"	340390	"ms"
"WDSUB1"	151525	"ulc"
"WHRN"	25861	"crd"
"WIF1"	11197	"t1d"
"WIPF1"	7456	"ra"
"WLS"	79971	"shared"
"WNT3"	7473	"shared"
"WNT4"	54361	"ulc"
"WRAP53"	55135	"pa"
"WWC2-AS2"	152641	"jia"
"WWOX"	51741	"sle"
"WWP1"	11059	"ced"
"WWP2"	11060	"sjs"
"XCR1"	2829	"ced"
"XIRP2"	129446	"shared"
"XKR4"	114786	"pso"
"XKR9"	389668	"ms"
"XPA"	7507	"alo"
"XPNPEP3"	63929	"crd"
"XPO4"	64328	"ms"
"XPO6"	23214	"shared"
"XRCC4"	7518	"t1d"
"XRCC5"	7520	"sle"
"XRN1"	54464	"shared"
"XYLT1"	64131	"sle"
"YAF2"	10138	"shared"
"YAP1"	10413	"ms"
"YDJC"	150223	"shared"
"YEATS2"	55689	"pso"
"YIPF3"	25844	"pso"
"YLPM1"	56252	"sle"
"YOD1"	55432	"crd"
"YPEL2"	388403	"ms"
"YPEL3"	83719	"ms"
"YY1AP1"	55249	"crd"
"ZAP70"	7535	"t1d"
"ZBBX"	79740	"crd"
"ZBED4"	9889	"shared"
"ZBED5"	58486	"pbc"
"ZBTB12"	221527	"shared"
"ZBTB16"	7704	"ra"
"ZBTB20"	26137	"crd"
"ZBTB38"	253461	"shared"
"ZBTB4"	57659	"ulc"
"ZBTB41"	360023	"pso"
"ZBTB46"	140685	"shared"
"ZBTB7A"	51341	"ms"
"ZBTB8A"	653121	"sle"
"ZC2HC1A"	51101	"shared"
"ZC3H12C"	85463	"pso"
"ZC3H13"	23091	"identical"
"ZC3H3"	23144	"pso"
"ZC3H7B"	23264	"pso"
"ZC3HAV1"	56829	"ms"
"ZC3HAV1L"	92092	"ms"
"ZCCHC14"	23174	"shared"
"ZCCHC2"	54877	"vit"
"ZCRB1"	85437	"grd"
"ZCWPW2"	152098	"shared"
"ZDHHC1"	29800	"sle"
"ZDHHC11"	79844	"ulc"
"ZDHHC11B"	653082	"ulc"
"ZDHHC16"	84287	"pso"
"ZDHHC20P1"	100048907	"shared"
"ZDHHC7"	55625	"ra"
"ZEB1"	6935	"shared"
"ZEB2"	9839	"shared"
"ZEB2P1"	100420926	"jia"
"ZFAND3"	60685	"ms"
"ZFAND4"	93550	"crd"
"ZFAND5"	7763	"sle"
"ZFP36L1"	677	"ms"
"ZFP36L2"	678	"crd"
"ZFP57"	346171	"shared"
"ZFP69B"	65243	"shared"
"ZFP90"	146198	"shared"
"ZFP91"	80829	"identical"
"ZFPM1"	161882	"sle"
"ZFPM2"	23414	"sle"
"ZFYVE16"	9765	"pso"
"ZFYVE28"	57732	"crd"
"ZFYVE9"	9372	"ra"
"ZGLP1"	100125288	"shared"
"ZGPAT"	84619	"shared"
"ZGRF1"	55345	"sle"
"ZHX3"	23051	"shared"
"ZKSCAN2"	342357	"ms"
"ZKSCAN3"	80317	"shared"
"ZKSCAN4"	387032	"t1d"
"ZKSCAN5"	23660	"ssc"
"ZMAT5"	55954	"shared"
"ZMIZ1-AS1"	283050	"shared"
"ZMYM4"	9202	"pso"
"ZMYND11"	10771	"pso"
"ZMYND8"	23613	"shared"
"ZNF131"	7690	"sle"
"ZNF136"	7695	"identical"
"ZNF165"	7718	"shared"
"ZNF184"	7738	"sle"
"ZNF192P1"	651302	"shared"
"ZNF204P"	7754	"sle"
"ZNF214"	7761	"crd"
"ZNF227"	7770	"pso"
"ZNF232"	7775	"crd"
"ZNF235"	9310	"pso"
"ZNF236"	7776	"sle"
"ZNF252P"	286101	"pso"
"ZNF26"	7574	"ra"
"ZNF28"	7576	"pso"
"ZNF280D"	54816	"pbc"
"ZNF292"	23036	"identical"
"ZNF300"	91975	"crd"
"ZNF300P1"	134466	"shared"
"ZNF318"	24149	"ms"
"ZNF320"	162967	"pso"
"ZNF321P"	399669	"pso"
"ZNF322"	79692	"t1d"
"ZNF324B"	388569	"ulc"
"ZNF335"	63925	"ms"
"ZNF33A"	7581	"identical"
"ZNF33B"	7582	"jia"
"ZNF345"	25850	"pso"
"ZNF346"	23567	"crd"
"ZNF365"	22891	"shared"
"ZNF366"	167465	"crd"
"ZNF367"	195828	"pso"
"ZNF383"	163087	"pso"
"ZNF385D"	79750	"sjs"
"ZNF391"	346157	"pa"
"ZNF395"	55893	"vit"
"ZNF407"	55628	"shared"
"ZNF410"	57862	"pa"
"ZNF415"	55786	"pso"
"ZNF423"	23090	"shared"
"ZNF438"	220929	"shared"
"ZNF468"	90333	"pso"
"ZNF518A"	9849	"crd"
"ZNF521"	25925	"sle"
"ZNF525"	170958	"t1d"
"ZNF536"	9745	"pso"
"ZNF544"	27300	"alo"
"ZNF549"	256051	"ms"
"ZNF585B"	92285	"ulc"
"ZNF589"	51385	"identical"
"ZNF602P"	100419608	"shared"
"ZNF603P"	493821	"shared"
"ZNF608"	57507	"pso"
"ZNF638"	27332	"shared"
"ZNF641"	121274	"ra"
"ZNF644"	84146	"sjs"
"ZNF646"	9726	"shared"
"ZNF654"	55279	"crd"
"ZNF668"	79759	"shared"
"ZNF702P"	79986	"pso"
"ZNF704"	619279	"identical"
"ZNF710"	374655	"pso"
"ZNF713"	349075	"ms"
"ZNF740"	283337	"t1d"
"ZNF746"	155061	"ms"
"ZNF76"	7629	"shared"
"ZNF764"	92595	"sle"
"ZNF767P"	79970	"ms"
"ZNF768"	79724	"shared"
"ZNF774"	342132	"shared"
"ZNF778"	197320	"ms"
"ZNF790-AS1"	284408	"ulc"
"ZNF804A"	91752	"ulc"
"ZNF81"	347344	"vit"
"ZNF816"	125893	"pso"
"ZNF831"	128611	"identical"
"ZNF843"	283933	"pso"
"ZNF850"	342892	"pso"
"ZNF888"	388559	"pso"
"ZNHIT3"	9326	"ms"
"ZNRD1"	30834	"shared"
"ZNRD1ASP"	80862	"shared"
"ZNRF3"	84133	"pso"
"ZPBP2"	124626	"shared"
"ZRANB3"	84083	"pso"
"ZSCAN23"	222696	"shared"
"ZSCAN26"	7741	"shared"
"ZSCAN31"	64288	"shared"
"ZSWIM8"	23053	"pso"
"ZZEF1"	23140	"pso"
