"name"	"id"	"disease"
"DCBLD2"	131566	"shared"
"DCC"	1630	"ssc"
"DCLK3"	85443	"identical"
"DCP1A"	55802	"pso"
"DCT"	1638	"sle"
"DCTN2"	10540	"ra"
"DCUN1D4"	23142	"pa"
"DDAH1"	23576	"shared"
"DDAH2"	23564	"shared"
"DDO"	8528	"sle"
"DDR1"	780	"shared"
"DDR1-AS1"	414771	"shared"
"DDX10P1"	100421371	"ms"
"DDX12P"	440081	"shared"
"DDX39B"	7919	"crd"
"DDX39BP2"	100048923	"shared"
"DDX52"	11056	"ms"
"DDX58"	23586	"pso"
"DDX6"	1656	"shared"
"DEAF1"	10522	"shared"
"DECR1"	1666	"shared"
"DEF6"	50619	"shared"
"DEF8"	54849	"vit"
"DEFB109P3"	503838	"sle"
"DEFB134"	613211	"sle"
"DENND1A"	57706	"shared"
"DENND1B"	163486	"shared"
"DENND2D"	79961	"sle"
"DENND5B"	160518	"shared"
"DESI1"	27351	"shared"
"DFFBP1"	100422581	"pso"
"DGAT1"	8694	"ced"
"DGKD"	8527	"sjs"
"DGKE"	8526	"crd"
"DGKI"	9162	"pso"
"DGKQ"	1609	"shared"
"DGUOK-AS1"	100874048	"sle"
"DHCR7"	1717	"sle"
"DHFR"	1719	"pso"
"DHRS11"	79154	"ms"
"DHX15"	1665	"pso"
"DHX16"	8449	"pso"
"DHX33"	56919	"crd"
"DHX40"	79665	"ms"
"DHX40P1"	107133522	"shared"
"DHX58"	79132	"shared"
"DIAPH2"	1730	"shared"
"DIAPH3"	81624	"shared"
"DIEXF"	27042	"shared"
"DIO2"	1734	"pso"
"DIP2B"	57609	"sle"
"DIRC3"	729582	"ssc"
"DIS3L"	115752	"pso"
"DIS3L2"	129563	"ra"
"DISC1"	27185	"pso"
"DISP1"	84976	"pso"
"DIXDC1"	85458	"pso"
"DKK2"	27123	"pso"
"DKKL1"	27120	"ms"
"DLC1"	10395	"crd"
"DLD"	1738	"ulc"
"DLEU1"	10301	"ra"
"DLEU2L"	79469	"ulc"
"DLG2"	1740	"shared"
"DLG5"	9231	"identical"
"DLGAP1"	9229	"shared"
"DLGAP1-AS5"	284215	"sle"
"DLGAP2"	9228	"ms"
"DMBT1"	1755	"ms"
"DMGDH"	29958	"shared"
"DMRTA1"	63951	"crd"
"DMXL1"	1657	"ulc"
"DMXL2"	23312	"ra"
"DNAAF3"	352909	"sle"
"DNAH11"	8701	"pso"
"DNAH9"	1770	"shared"
"DNAJB14"	79982	"identical"
"DNAJC12"	56521	"pso"
"DNAJC15"	29103	"crd"
"DNAJC18"	202052	"pso"
"DNAJC27"	51277	"shared"
"DNAJC27-AS1"	729723	"shared"
"DNAJC28"	54943	"crd"
"DNAJC3"	5611	"sjs"
"DNAJC4"	3338	"ms"
"DNAJC8"	22826	"sle"
"DNASE1L3"	1776	"sle"
"DND1P1"	644157	"shared"
"DNER"	92737	"sle"
"DNM2"	1785	"shared"
"DNMBP"	23268	"pso"
"DNTTIP2"	30836	"ms"
"DOC2A"	8448	"ms"
"DOCK10"	55619	"ced"
"DOCK11"	139818	"identical"
"DOCK2"	1794	"shared"
"DOCK3"	1795	"shared"
"DOCK4"	9732	"pso"
"DOCK5"	80005	"ms"
"DOCK6"	57572	"identical"
"DOCK7"	85440	"shared"
"DOCK9"	23348	"shared"
"DOK4"	55715	"shared"
"DOK6"	220164	"shared"
"DOPEY1"	23033	"shared"
"DOPEY2"	9980	"ced"
"DPCR1"	135656	"shared"
"DPF3"	8110	"sle"
"DPH6"	89978	"t1d"
"DPP10"	57628	"ee"
"DPP4"	1803	"ms"
"DPP6"	1804	"sle"
"DPP7"	29952	"pso"
"DPP8"	54878	"crd"
"DPRXP2"	503643	"crd"
"DPT"	1805	"pso"
"DPY19L2P2"	349152	"ulc"
"DPYD"	1806	"shared"
"DPYSL2"	1808	"ms"
"DPYSL5"	56896	"ms"
"DRAM1"	55332	"sle"
"DRAM2"	128338	"sle"
"DRAP1"	10589	"ms"
"DRC3"	83450	"crd"
"DRD4"	1815	"shared"
"DRG1"	4733	"ms"
"DSCAM"	1826	"grd"
"DSCAML1"	57453	"shared"
"DSE"	29940	"shared"
"DTD1"	92675	"shared"
"DTNA"	1837	"shared"
"DTNBP1"	84062	"ms"
"DTWD2"	285605	"identical"
"DUSP10"	11221	"sle"
"DUSP15"	128853	"ms"
"DUSP16"	80824	"pso"
"DUSP8P5"	106903081	"shared"
"DXO"	1797	"shared"
"DYM"	54808	"crd"
"DYNC1I1"	1780	"shared"
"DYNC2H1"	79659	"pso"
"DYNC2LI1"	51626	"crd"
"DYRK1A"	1859	"vit"
"DYSF"	8291	"sjs"
"EAF2"	55840	"ms"
"EBF2"	64641	"ra"
"EBPL"	84650	"shared"
"ECE1"	1889	"ra"
"ECHDC1"	55862	"identical"
"ECI2"	10455	"shared"
"EDA2R"	60401	"sle"
"EDAR"	10913	"grd"
"EDC3"	80153	"shared"
"EDEM2"	55741	"ulc"
"EDN3"	1908	"identical"
"EDNRB"	1910	"identical"
"EEFSEC"	60678	"ulc"
"EEPD1"	80820	"ulc"
"EFCAB11"	90141	"ulc"
"EFCAB13"	124989	"shared"
"EFCAB6"	64800	"identical"
"EFCAB7"	84455	"sjs"
"EFEMP2"	30008	"shared"
"EFHC1"	114327	"as"
"EFHD1"	80303	"crd"
"EFNA5"	1946	"sle"
"EFNB2"	1948	"as"
"EFNB3"	1949	"t1d"
"EFR3A"	23167	"crd"
"EFR3B"	22979	"t1d"
"EGFL6"	25975	"ms"
"EGFL8"	80864	"shared"
"EGFR"	1956	"ulc"
"EGLN3"	112399	"ssc"
"EGR2"	1959	"crd"
"EHBP1L1"	254102	"pa"
"EHMT2"	10919	"shared"
"EIF1AD"	84285	"shared"
"EIF2B3"	8891	"pso"
"EIF2S2P3"	283014	"shared"
"EIF3A"	8661	"ms"
"EIF3B"	8662	"ms"
"EIF3C"	8663	"shared"
"EIF3KP1"	134505	"shared"
"EIF4G3"	8672	"sle"
"EIF5A"	1984	"ms"
"EIF6"	3692	"ulc"
"ELF2"	1998	"crd"
"ELFN2"	114794	"shared"
"ELL"	8178	"sle"
"ELMO1"	9844	"pbc"
"ELMO2"	63916	"shared"
"ELOA"	6924	"identical"
"ELOC"	6921	"pbc"
"ELOVL5"	60481	"shared"
"ELP3"	55140	"sle"
"ELP4"	26610	"shared"
"ELP5"	23587	"ms"
"EMILIN3"	90187	"ms"
"EML2"	24139	"ulc"
"EML5"	161436	"identical"
"EML6"	400954	"pso"
"ENAH"	55740	"identical"
"ENC1"	8507	"jia"
"ENDOD1"	23052	"pso"
"ENDOU"	8909	"ulc"
"ENO1"	2023	"vit"
"ENOX1"	55068	"crd"
"ENPP1"	5167	"pso"
"ENPP7P1"	100421823	"shared"
"ENTHD1"	150350	"ms"
"ENTPD1"	953	"ssc"
"EP300"	2033	"vit"
"EP400"	57634	"identical"
"EP400NL"	347918	"ra"
"EPB41"	2035	"grd"
"EPB41L1"	2036	"shared"
"EPB41L4B"	54566	"shared"
"EPB41L5"	57669	"ra"
"EPB42"	2038	"ulc"
"EPHA7"	2045	"ms"
"EPHB1"	2047	"shared"
"EPHB2"	2048	"shared"
"EPHB4"	2050	"identical"
"EPHX4"	253152	"sle"
"EPN1"	29924	"pso"
"EPPK1"	83481	"shared"
"EPS15L1"	58513	"ms"
"EPS8L2"	64787	"shared"
"ERAP1"	51752	"shared"
"ERAP2"	64167	"shared"
"ERBB2"	2064	"shared"
"ERCC6L2"	375748	"shared"
"ERG"	2078	"pso"
"ERI1"	90459	"shared"
"ERI3"	79033	"sle"
"ERLIN1"	10613	"pso"
"ERMP1"	79956	"ms"
"ERRFI1"	54206	"shared"
"ESCO1"	114799	"pso"
"ESD"	2098	"pso"
"ESPN"	83715	"ms"
"ESRRB"	2103	"ssc"
"ETF1P1"	6824	"grd"
"ETF1P2"	6825	"ssc"
"ETFA"	2108	"pso"
"ETNPPL"	64850	"sle"
"ETS2"	2114	"shared"
"ETV3"	2117	"shared"
"ETV7"	51513	"shared"
"EVA1A"	84141	"ra"
"EVC"	2121	"ms"
"EVI5"	7813	"shared"
"EVPLL"	645027	"ms"
"EXOC3"	11336	"ulc"
"EXOC3-AS1"	116349	"ulc"
"EXOC3L4"	91828	"pbc"
"EXOC4"	60412	"pso"
"EXOC7"	23265	"ssc"
"EXOSC4"	54512	"ulc"
"EXPH5"	23086	"shared"
"EXT1"	2131	"ms"
"EXTL3"	2137	"pso"
"EYA2"	2139	"shared"
"EYA3"	2140	"pso"
"EYA4"	2070	"pso"
"EZH1"	2145	"pso"
"EZH2"	2146	"crd"
"EZR"	7430	"ra"
"F12"	2161	"shared"
"F5"	2153	"pa"
"F8"	2157	"t1d"
"FAAP24"	91442	"ee"
"FADS1"	3992	"shared"
"FADS2"	9415	"shared"
"FADS3"	3995	"shared"
"FAM106A"	80039	"ms"
"FAM114A1"	92689	"shared"
"FAM114A2"	10827	"pso"
"FAM120B"	84498	"pa"
"FAM126A"	84668	"t1d"
"FAM129A"	116496	"pso"
"FAM134B"	54463	"ssc"
"FAM134C"	162427	"crd"
"FAM135A"	57579	"ms"
"FAM135B"	51059	"ms"
"FAM13B"	51306	"t1d"
"FAM151B"	167555	"pso"
"FAM155A"	728215	"shared"
"FAM160A1"	729830	"shared"
"FAM160B1"	57700	"ulc"
"FAM167A"	83648	"shared"
"FAM167A-AS1"	83656	"shared"
"FAM171A1"	221061	"pso"
"FAM174B"	400451	"ms"
"FAM177A1"	283635	"pso"
"FAM183A"	440585	"pa"
"FAM183DP"	101060105	"crd"
"FAM184A"	79632	"pa"
"FAM186A"	121006	"identical"
"FAM186B"	84070	"pso"
"FAM187B"	148109	"identical"
"FAM189B"	10712	"crd"
"FAM193A"	8603	"ms"
"FAM193B"	54540	"pso"
"FAM198A"	729085	"pso"
"FAM19A2"	338811	"t1d"
"FAM205A"	259308	"ra"
"FAM205BP"	389715	"ra"
"FAM20A"	54757	"pso"
"FAM212A"	389119	"shared"
"FAM212B"	55924	"crd"
"FAM212B-AS1"	100506343	"crd"
"FAM213A"	84293	"crd"
"FAM213B"	127281	"shared"
"FAM217B"	63939	"identical"
"FAM219B"	57184	"shared"
"FAM21EP"	100421577	"t1d"
"FAM222B"	55731	"pa"
"FAM227B"	196951	"shared"
"FAM228A"	653140	"sjs"
"FAM229B"	619208	"pso"
"FAM26F"	441168	"ulc"
"FAM3A"	60343	"shared"
"FAM47E"	100129583	"ee"
"FAM49A"	81553	"identical"
"FAM57B"	83723	"ms"
"FAM65B"	9750	"shared"
"FAM66A"	100133172	"shared"
"FAM66D"	100132923	"sle"
"FAM69A"	388650	"shared"
"FAM71B"	153745	"ms"
"FAM78B"	149297	"ra"
"FAM81A"	145773	"ulc"
"FAM83C"	128876	"ulc"
"FAM83E"	54854	"shared"
"FAM83F"	113828	"sle"
"FAM83G"	644815	"pso"
"FAM85B"	105379219	"shared"
"FAM86B3P"	286042	"shared"
"FANCA"	2175	"vit"
"FANCC"	2176	"shared"
"FANCE"	2178	"shared"
"FANCG"	2189	"vit"
"FANCL"	55120	"crd"
"FAP"	2191	"sjs"
"FAR2"	55711	"sle"
"FARP1"	10160	"pa"
"FARS2"	10667	"t1d"
"FAS"	355	"shared"
"FAXDC2"	10826	"identical"
"FBF1"	85302	"pso"
"FBLIM1"	54751	"ulc"
"FBLN5"	10516	"identical"
"FBLN7"	129804	"ms"
"FBN1"	2200	"pso"
"FBN3"	84467	"shared"
"FBRS"	64319	"sle"
"FBXL13"	222235	"crd"
"FBXL20"	84961	"shared"
"FBXO16"	157574	"shared"
"FBXO17"	115290	"pso"
"FBXO3"	26273	"ms"
"FBXO32"	114907	"vit"
"FBXO39"	162517	"vit"
"FBXO45"	200933	"vit"
"FBXO46"	23403	"shared"
"FBXO6"	26270	"alo"
"FBXW2"	26190	"shared"
"FBXW4"	6468	"shared"
"FBXW8"	26259	"shared"
"FCAR"	2204	"ulc"
"FCF1P5"	106479045	"pso"
"FCGR2B"	2213	"ra"
"FCGR2C"	9103	"shared"
"FCGR3A"	2214	"ra"
"FCGRT"	2217	"vit"
"FCHSD2"	9873	"pso"
"FCMR"	9214	"ra"
"FCRL1"	115350	"shared"
"FCRL3"	115352	"shared"
"FDFT1"	2222	"shared"
"FDPS"	2224	"crd"
"FDX1"	2230	"ms"
"FEM1A"	55527	"vit"
"FEN1"	2237	"crd"
"FERMT2"	10979	"pso"
"FGD3"	89846	"identical"
"FGD4"	121512	"shared"
"FGD5"	152273	"ms"
"FGF14"	2259	"shared"
"FGF22"	27006	"t1d"
"FGFR1OP"	11116	"shared"
"FGFR4"	2264	"shared"
"FGG"	2266	"ulc"
"FGGY"	55277	"shared"
"FHIT"	2272	"crd"
"FHOD3"	80206	"sle"
"FIBP"	9158	"shared"
"FIGNL1"	63979	"shared"
"FILIP1L"	11259	"sle"
"FIS1"	51024	"sjs"
"FKBP2"	2286	"ms"
"FKBPL"	63943	"shared"
"FKRP"	79147	"t1d"
"FLII"	2314	"ms"
"FLJ20021"	90024	"vit"
"FLJ40194"	124871	"ms"
"FLJ42102"	399923	"sle"
"FLNB"	2317	"pso"
"FLOT1"	10211	"shared"
"FLOT2"	2319	"pso"
"FLRT1"	23769	"identical"
"FLT1P1"	391533	"ced"
"FLVCR1"	28982	"ms"
"FMNL1"	752	"shared"
"FMNL2"	114793	"shared"
"FMO3"	2328	"ulc"
"FNBP1L"	54874	"pso"
"FNBP1P1"	100533642	"sle"
"FNBP4"	23360	"ms"
"FNDC4"	64838	"crd"
"FNIP2"	57600	"pso"
"FOCAD"	54914	"shared"
"FOLH1"	2346	"ms"
"FOSL2"	2355	"t1d"
"FOXA2"	3170	"pso"
"FOXD1"	2297	"crd"
"FOXE1"	2304	"alo"
"FOXK1"	221937	"pso"
"FOXK2"	3607	"shared"
"FOXN3"	1112	"ms"
"FOXO3"	2309	"ulc"
"FOXO6"	100132074	"ra"
"FOXP2"	93986	"sle"
"FOXP4-AS1"	101060264	"pso"
"FPR1"	2357	"ms"
"FPR3"	2359	"ms"
"FREM1"	158326	"sjs"
"FRMD4B"	23150	"ms"
"FRMPD1"	22844	"sle"
"FRMPD4"	9758	"crd"
"FRS3"	10817	"pso"
"FRYL"	285527	"pso"
"FSIP1"	161835	"ulc"
"FSTL4"	23105	"pso"
"FTCDNL1"	348751	"shared"
"FTO"	79068	"pso"
"FTX"	100302692	"pa"
"FUBP1"	8880	"shared"
"FUCA1"	2517	"grd"
"FUNDC2"	65991	"t1d"
"FUT11"	170384	"shared"
"FUT2"	2524	"shared"
"FUT8"	2530	"vit"
"FYB"	2533	"sjs"
"FYCO1"	79443	"ced"
"FZD3"	7976	"pso"
"FZD6"	8323	"identical"
"G2E3"	55632	"ms"
"GABBR1"	2550	"shared"
"GABBR2"	9568	"pbc"
"GABPB2"	126626	"sle"
"GABRA2"	2555	"ms"
"GABRB3"	2562	"ms"
"GACAT3"	104797537	"pso"
"GAGE1"	2543	"vit"
"GAK"	2580	"shared"
"GAL"	51083	"ms"
"GAL3ST2"	64090	"crd"
"GALC"	2581	"shared"
"GALK1"	2584	"pso"
"GALNT14"	79623	"shared"
"GALNT18"	374378	"vit"
"GALNT2"	2590	"ms"
"GALNT6"	11226	"t1d"
"GAN"	8139	"pso"
"GAPDHP72"	346085	"ulc"
"GARNL3"	84253	"crd"
"GAS8"	2622	"vit"
"GATA2-AS1"	101927167	"vit"
"GATA4"	2626	"ra"
"GATAD1"	57798	"ra"
"GATAD2B"	57459	"pso"
"GATC"	283459	"sle"
"GATSL3"	652968	"ra"
"GBA"	2629	"shared"
"GBAP1"	2630	"shared"
"GBAS"	2631	"ms"
"GBF1"	8729	"ssc"
"GCG"	2641	"ulc"
"GCH1"	2643	"ra"
"GCKR"	2646	"crd"
"GDAP2"	54834	"sle"
"GDF5"	8200	"ulc"
"GDPD3"	79153	"ms"
"GDPGP1"	390637	"ms"
"GEMIN6"	79833	"pso"
"GEMIN7"	79760	"pa"
"GFI1"	2672	"ms"
"GFPT1"	2673	"pso"
"GFPT2"	9945	"crd"
"GGA3"	23163	"shared"
"GGACT"	87769	"shared"
"GGNBP2"	79893	"ms"
"GGT7"	2686	"ulc"
"GGTA1P"	2681	"ra"
"GHR"	2690	"shared"
"GIGYF1"	64599	"identical"
"GIN1"	54826	"shared"
"GINS2"	51659	"pso"
"GINS3"	64785	"crd"
"GIPR"	2696	"sle"
"GIT2"	9815	"ms"
"GJC1"	10052	"pso"
"GK5"	256356	"ms"
"GLE1"	2733	"pa"
"GLG1"	2734	"crd"
"GLI1"	2735	"ra"
"GLI3"	2737	"sle"
"GLIS1"	148979	"crd"
"GLIS3"	169792	"pso"
"GLRX5"	51218	"ms"
"GLT1D1"	144423	"sle"
"GLTSCR1L"	23506	"pso"
"GMCL1"	64395	"ulc"
"GMDS"	2762	"as"
"GMDS-AS1"	100508120	"ra"
"GMEB2"	26205	"shared"
"GMNN"	51053	"pa"
"GMPPB"	29925	"shared"
"GNA12"	2768	"ulc"
"GNA13"	10672	"shared"
"GNAI3"	2773	"sle"
"GNB4"	59345	"shared"
"GNL3"	26354	"ulc"
"GNPDA1"	10007	"shared"
"GNPTAB"	79158	"sle"
"GOLGB1"	2804	"ms"
"GOLPH3"	64083	"ulc"
"GORASP1"	64689	"ms"
"GPAM"	57678	"identical"
"GPANK1"	7918	"shared"
"GPBAR1"	151306	"shared"
"GPBP1L1"	60313	"sle"
"GPC5"	2262	"ra"
"GPC6"	10082	"pso"
"GPHN"	10243	"shared"
"GPN1"	11321	"crd"
"GPR132"	29933	"sle"
"GPR137B"	7107	"shared"
"GPR141"	353345	"crd"
"GPR160"	26996	"pso"
"GPR174"	84636	"grd"
"GPR176"	11245	"shared"
"GPR18"	2841	"shared"
"GPR25"	2848	"shared"
"GPR35"	2859	"shared"
"GPR37"	2861	"as"
"GPR55"	9290	"pa"
"GPR65"	8477	"ms"
"GPR78"	27201	"shared"
"GPR89P"	394254	"sle"
"GPS1"	2873	"sle"
"GPSM1"	26086	"shared"
"GPX1"	2876	"shared"
"GPX4"	2879	"crd"
"GRAMD3"	65983	"sle"
"GRAP2"	9402	"vit"
"GRB2"	2885	"shared"
"GRHL1"	29841	"crd"
"GRHL3"	57822	"pso"
"GRIA1"	2890	"ms"
"GRIA3"	2892	"ulc"
"GRID2IP"	392862	"identical"
"GRIK1"	2897	"shared"
"GRIK2"	2898	"shared"
"GRIK4"	2900	"pso"
"GRIK5"	2901	"shared"
"GRIN2A"	2903	"pso"
"GRIN2B"	2904	"crd"
"GRINA"	2907	"ms"
"GRIP1"	23426	"shared"
"GRK3"	157	"pso"
"GRK5"	2869	"shared"
"GSDMA"	284110	"shared"
"GSDMB"	55876	"shared"
"GSK3B"	2932	"pso"
"GSN"	2934	"sle"
"GSS"	2937	"ulc"
"GSTA4"	2941	"shared"
"GSTCD"	79807	"sle"
"GTF2A1L"	11036	"crd"
"GTF2H4"	2968	"shared"
"GTF2IP11"	106480346	"ms"
"GTF3C1"	2975	"sle"
"GUCY1A3"	2982	"ra"
"GVQW1"	101362076	"pso"
"GXYLT1"	283464	"grd"
"GYS1"	2997	"crd"
"H1FNT"	341567	"ra"
"HACD1"	9200	"pbc"
"HAT1"	8520	"ulc"
"HAUS4"	54930	"ms"
"HAVCR1"	26762	"ms"
"HAVCR2"	84868	"ms"
"HBG2"	3048	"pbc"
"HBS1L"	10767	"ms"
"HCFC1"	3054	"shared"
"HCG11"	493812	"t1d"
"HCG17"	414778	"shared"
"HCG18"	414777	"shared"
"HCG20"	105375013	"shared"
"HCG21"	102723346	"pso"
"HCG22"	285834	"shared"
"HCG23"	414764	"shared"
"HCG27"	253018	"shared"
"HCG4"	54435	"shared"
"HCG4B"	80868	"shared"
"HCG4P3"	353001	"shared"
"HCG4P5"	353003	"shared"
"HCG4P7"	353004	"shared"
"HCG4P8"	353005	"shared"
"HCG9"	10255	"shared"
"HCN3"	57657	"shared"
"HCP5"	10866	"shared"
"HCP5B"	352990	"shared"
"HDAC5"	10014	"pso"
"HDAC7"	51564	"ulc"
"HDAC8"	55869	"t1d"
"HEATR1"	55127	"sle"
"HEATR3"	55027	"crd"
"HECTD2"	143279	"sle"
"HECTD4"	283450	"as"
"HECW1"	23072	"ee"
"HECW2"	57520	"pso"
"HELQ"	113510	"pso"
"HELZ"	9931	"pso"
"HENMT1"	113802	"ms"
"HERC1"	8925	"pso"
"HERC2"	8924	"vit"
"HERC4"	26091	"pso"
"HES2"	54626	"ms"
"HEXB"	3074	"pso"
"HHEX"	3087	"shared"
"HIBCH"	26275	"shared"
"HIC1"	3090	"t1d"
"HIF1A"	3091	"t1d"
"HIP1"	3092	"pso"
"HIPK3"	10114	"pso"
"HIST1H3J"	8356	"sle"
"HIST1H4K"	8362	"pa"
"HIVEP2"	3097	"shared"
"HIVEP3"	59269	"identical"
"HLA-A"	3105	"shared"
"HLA-B"	3106	"shared"
"HLA-C"	3107	"shared"
"HLA-DMA"	3108	"shared"
"HLA-DMB"	3109	"shared"
"HLA-DOB"	3112	"shared"
"HLA-DPA1"	3113	"shared"
"HLA-DPA2"	646702	"shared"
"HLA-DPB1"	3115	"sjs"
"HLA-DPB2"	3116	"shared"
"HLA-DQA1"	3117	"shared"
"HLA-DQA2"	3118	"shared"
"HLA-DQB1"	3119	"shared"
"HLA-DQB1-AS1"	106480429	"shared"
"HLA-DQB2"	3120	"shared"
"HLA-DRA"	3122	"shared"
"HLA-DRB1"	3123	"shared"
"HLA-DRB5"	3127	"shared"
"HLA-DRB6"	3128	"shared"
"HLA-DRB9"	3132	"shared"
"HLA-E"	3133	"shared"
"HLA-F"	3134	"shared"
"HLA-F-AS1"	285830	"shared"
"HLA-G"	3135	"shared"
"HLA-H"	3136	"shared"
"HLA-J"	3137	"shared"
"HLA-K"	3138	"shared"
"HLA-L"	3139	"shared"
"HLA-P"	352963	"pa"
"HLA-S"	267015	"shared"
"HLA-T"	352964	"shared"
"HLA-U"	352965	"shared"
"HLA-V"	352962	"shared"
"HLA-W"	352966	"shared"
"HMCES"	56941	"vit"
"HMCN1"	83872	"pso"
"HMCN2"	256158	"pso"
"HMGA1P5"	387063	"ulc"
"HMGB1"	3146	"ms"
"HMGN2P4"	643744	"identical"
"HMGN4"	10473	"shared"
"HMGXB4"	10042	"ulc"
"HMOX2"	3163	"identical"
"HMP19"	51617	"shared"
"HNF1B"	6928	"pso"
"HNF4A"	3172	"shared"
"HNRNPA1P2"	100131609	"shared"
"HNRNPCP4"	100421828	"shared"
"HOMER3"	9454	"sle"
"HOOK3"	84376	"ra"
"HORMAD2-AS1"	101929664	"shared"
"HOTAIRM1"	100506311	"shared"
"HOXA-AS2"	285943	"shared"
"HOXA1"	3198	"shared"
"HOXA11-AS"	221883	"ulc"
"HOXA5"	3202	"shared"
"HOXA6"	3203	"shared"
"HOXA7"	3204	"t1d"
"HOXB7"	3217	"sle"
"HPS1"	3257	"t1d"
"HPSE2"	60495	"t1d"
"HRAS"	3265	"shared"
"HRASLS5"	117245	"ms"
"HRNR"	388697	"pso"
"HS2ST1"	9653	"ced"
"HS3ST2"	9956	"identical"
"HSD17B12"	51144	"shared"
"HSD17B4"	3295	"shared"
"HSD17B8"	7923	"shared"
"HSD3B7"	80270	"shared"
"HSP90AA1"	3320	"shared"
"HSPA12A"	259217	"pso"
"HSPA4"	3308	"sle"
"HSPA6"	3310	"sle"
"HSPA7"	3311	"shared"
"HSPB9"	94086	"shared"
"HTR1F"	3355	"sle"
"HTR5BP"	645694	"pso"
"HTR7"	3363	"ra"
"HUNK"	30811	"shared"
"IBSP"	3381	"ulc"
"IBTK"	25998	"pso"
"ICAM5"	7087	"shared"
"ICE1"	23379	"as"
"ICE2"	79664	"sle"
"ICK"	22858	"pso"
"ID2-AS1"	100506299	"identical"
"IDE"	3416	"ulc"
"IDNK"	414328	"ssc"
"IDUA"	3425	"shared"
"IER3"	8870	"shared"
"IFIH1"	64135	"shared"
"IFITM10"	402778	"ra"
"IFITM4P"	340198	"shared"
"IFNAR1"	3454	"shared"
"IFNG-AS1"	100885789	"sle"
"IFNGR2"	3460	"shared"
"IFNLR1"	163702	"pso"
"IFT46"	56912	"shared"
"IFT57"	55081	"pso"
"IGDCC4"	57722	"ra"
"IGF1R"	3480	"shared"
"IGF2"	3481	"t1d"
"IGF2-AS"	51214	"t1d"
"IGFBP7-AS1"	255130	"pso"
"IGFBPL1"	347252	"sle"
"IGFN1"	91156	"crd"
"IGHEP2"	3499	"shared"
"IGLV1-44"	28823	"vit"
"IGSF11"	152404	"pso"
"IGSF23"	147710	"ms"
"IGSF3"	3321	"ra"
"IKBIP"	121457	"alo"
"IKBKE"	9641	"shared"
"IKZF2"	22807	"ms"
"IKZF3"	22806	"shared"
"IKZF4"	64375	"shared"
"IL12A"	3592	"shared"
"IL12A-AS1"	101928376	"shared"
"IL12RB1"	3594	"shared"
"IL12RB2"	3595	"shared"
"IL13"	3596	"shared"
"IL17RA"	23765	"sle"
"IL17REL"	400935	"ulc"
"IL18R1"	8809	"shared"
"IL18RAP"	8807	"shared"
"IL1R1"	3554	"shared"
"IL1R2"	7850	"identical"
"IL1RAPL1"	11141	"grd"
"IL1RL1"	9173	"shared"
"IL1RL2"	8808	"shared"
"IL1RN"	3557	"sle"
"IL20RB"	53833	"sle"
"IL21-AS1"	100996941	"shared"
"IL21R"	50615	"pbc"
"IL22RA1"	58985	"pso"
"IL23A"	51561	"pso"
"IL27"	246778	"shared"
"IL27RA"	9466	"ulc"
"IL2RA"	3559	"shared"
"IL2RB"	3560	"jia"
"IL3RA"	3563	"pso"
"IL6R"	3570	"shared"
"IL7"	3574	"shared"
"IL7R"	3575	"ms"
"ILF3"	3609	"pso"
"ILF3-AS1"	147727	"ms"
"IMMP2L"	83943	"shared"
"IMMT"	10989	"pso"
"IMPG2"	50939	"crd"
"INA"	9118	"sle"
"INMT"	11185	"sle"
"INO80"	54617	"shared"
"INO80E"	283899	"ms"
"INPP4A"	3631	"identical"
"INPP5B"	3633	"shared"
"INPP5D"	3635	"pa"
"INPP5E"	56623	"shared"
"INPP5F"	22876	"ms"
"INSL6"	11172	"ulc"
"INTS11"	54973	"shared"
"INTS2"	57508	"identical"
"INTS6-AS1"	100507398	"alo"
"IP6K1"	9807	"shared"
"IP6K2"	51447	"shared"
"IP6K3"	117283	"shared"
"IPMK"	253430	"shared"
"IPO9-AS1"	100873949	"ulc"
"IQCB1"	9657	"shared"
"IQCE"	23288	"identical"
"IQCG"	84223	"pso"
"IQCH-AS1"	100506686	"shared"
"IQCK"	124152	"shared"
"IQGAP1"	8826	"shared"
"IQGAP2"	10788	"as"
"IRAK1"	3654	"shared"
"IRAK1BP1"	134728	"sjs"
"IREB2"	3658	"vit"
"IRF3"	3661	"vit"
"IRF4"	3662	"vit"
"IRF5"	3663	"shared"
"IRF6"	3664	"crd"
"IRF7"	3665	"shared"
"IRF8"	3394	"shared"
"IRGM"	345611	"crd"
"ISLR2"	57611	"pso"
"ITFG1"	81533	"shared"
"ITGA2"	3673	"shared"
"ITGA4"	3676	"identical"
"ITGA5"	3678	"pso"
"ITGA6"	3655	"shared"
"ITGA8"	8516	"alo"
"ITGA9"	3680	"ced"
"ITGAL"	3683	"ulc"
"ITGAM"	3684	"shared"
"ITGAX"	3687	"shared"
"ITGB4"	3691	"shared"
"ITGB5"	3693	"pso"
"ITIH4"	3700	"shared"
"ITIH4-AS1"	100873993	"ulc"
"ITLN1"	55600	"shared"
"ITM2A"	9452	"grd"
"ITM2B"	9445	"sle"
"ITM2C"	81618	"ulc"
"ITPK1"	3705	"identical"
"ITPKA"	3706	"ulc"
"ITPKB"	3707	"sle"
"ITPR1"	3708	"t1d"
"ITPR2"	3709	"shared"
"ITPR3"	3710	"shared"
